node_code;node_type;wlan_code;x(m);y(m);z(m);central_freq (GHz);channel_bonding_model;primary_channel;min_channel_allowed;max_channel_allowed;tpc_default(dBm);cca_default(dBm);traffic_model;traffic_load[pkt/s];packet_length;num_packets_aggregated;capture_effect_model;capture_effect_threshold;constant_per;pifs_activated;cw_adaptation;cw;cw_stage;bss_color;spatial_reuse_group;non_srg_obss_pd;srg_obss_pd
AP_A;0;A;5;5;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;1;0;-72;-82
STA_A1;1;A;6.8348;2.7174;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;1;0;-72;-82
STA_A2;1;A;3.1223;3.2355;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;1;0;-72;-82
STA_A3;1;A;8.8302;7.9076;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;1;0;-72;-82
STA_A4;1;A;4.5245;1.4675;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;1;0;-72;-82
AP_B;0;B;5;10;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;2;0;-72;-82
STA_B1;1;B;3.0422;12.0358;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;2;0;-72;-82
STA_B2;1;B;8.316;7.2625;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;2;0;-72;-82
STA_B3;1;B;5.6179;6.5224;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;2;0;-72;-82
STA_B4;1;B;5.4106;8.1724;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;2;0;-72;-82
AP_C;0;C;10;5;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;3;0;-72;-82
STA_C1;1;C;8.0351;8.9826;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;3;0;-72;-82
STA_C2;1;C;7.8301;7.2853;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;3;0;-72;-82
STA_C3;1;C;11.5388;3.1322;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;3;0;-72;-82
STA_C4;1;C;5.9621;2.9524;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;3;0;-72;-82
AP_D;0;D;10;10;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;4;0;-72;-82
STA_D1;1;D;10.6463;9.6448;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;4;0;-72;-82
STA_D2;1;D;8.6658;11.6043;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;4;0;-72;-82
STA_D3;1;D;12.8748;6.9422;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;4;0;-72;-82
STA_D4;1;D;11.8534;9.9668;0;6.0;4;0;0;0;20;-82;99;100000.0;12000;64;0;10;0;0;1;16;5;4;0;-72;-82
